review_id;purchase_date;item_id;item_name;category;sub_category;total_price;promo_code;sales_after_promo
1088;29/08/2022;285;JAKET PARKA BB - JAKET PARKA BOLAK BALIK WANITA - Navy maroon, L;Fashion Wanita;Jaket Parka Wanita;234000;GRATIS_ONGKIR;229000
1089;09/08/2022;376;Salep Xi Yaopin Zhi Obat Oles Wasir Ambien Original;Medicine;Obat Kulit;506997;;
1090;25/08/2022;431;NaCl 500 ml ( Sodium Chloride Solution for infusion 0.9% ) [BOTOL];Medicine;Obat Lainnya;18400;;
1091;04/08/2022;331;SOMETHINC WAKE ME UP HD Blur Full High Coverage Concealer - Ivory;Make-up;Concealer & Color Corrector;64150;;
1092;11/08/2022;5;THOME Timbangan Dapur Digital 10kg /QUALITY Kitchen Scale Kue Makanan - Black;Kitchen Equipment;Timbangan Dapur;84750;GRATIS_ONGKIR;79750
1093;16/08/2022;283;jaket parasut wanita /jaket turbo superroots - Putih, M;Fashion Wanita;Jacket Wanita;120000;;
1094;26/08/2022;409;SUVESCO 20 MG BOX 20 TABLET;Medicine;Obat Jantung;78002;GRATIS_ONGKIR;73002
1095;23/08/2022;273;Premium Outwear Rompi Rajut Tebal Wanita Outer Knit Vest Bigsize - Navy;Fashion Wanita;Vest Wanita;109800;GRATIS_ONGKIR;104800
1096;25/08/2022;36;Timbangan digital dagang sayur buah price computing scale 30kg;Kitchen Equipment;Timbangan Dapur;398000;;
1097;19/08/2022;320;PINKFLASH OhMyLove Multiple Face Palette Eye shadow Highlighter PFM02 - 1;Make-up;Contour & Bronzer;177000;GRATIS_ONGKIR;172000
1098;11/08/2022;135;Cash Drawer Laci Kasir EPPOS 37x33CM RJ11 4K3C;Electronics;Mesin Kasir;520000;;
1099;29/08/2022;229;CARDIGAN OVERSIZE Wanita Polos KEINO Outer Kardigan Lengan Panjang - Grey;Fashion Wanita;Cardigan Wanita;141000;GRATIS_ONGKIR;136000
1100;19/08/2022;159;rompi outdoor/rompi pria/rompi parasut/best pria/rompi lapangan/rompi - hijau army, S;Fashion Pria;Vest Pria;240000;GRATIS_ONGKIR;235000
1101;09/08/2022;224;FOG Essentials Back Velvet Text Sweatshirt Black - L;Fashion Pria;Cardigan Pria;958000;;
1102;26/08/2022;301;MAKE OVER Silky Smooth Translucent Powder 35 g - Bedak Tabur - 06 Buttermilk;Make-up;Bedak Wajah;326250;;
1103;08/08/2022;101;Fingerprint Mesin Absensi Solution P208;Electronics;Mesin Absensi;880000;GRATIS_ONGKIR;875000
1104;26/08/2022;423;ATORVASTATIN OGB DEXA MEDICA 20 MG BOX 30 TABLET;Medicine;Obat Alergi;55774;GRATIS_ONGKIR;50774
1105;11/08/2022;274;Blazer Basic Wanita Korean Style Bahan Moscrepe L XL - Hitam, L;Fashion Wanita;Blazer Wanita;172500;;
1106;13/08/2022;16;Lalulaku Timbangan Mini Digital Kopi Emas Bumbu Dapur / Scale 3KG 0,1g;Kitchen Equipment;Timbangan Dapur;43000;;
1107;16/08/2022;169;Human Greatness Hoodie Black - S;Fashion Pria;Hoodie  Pria;229000;GRATIS_ONGKIR;224000
1108;19/08/2022;253;Blazer Wanita / Blazer Big Size / Blazer Eta - Abu-abu;Fashion Wanita;Blazer Wanita;49400;GRATIS_ONGKIR;44400
1109;18/08/2022;339;O.TWO.O Pore Invisible Soft Matte Focus Makeup Base Primer Cream;Make-up;Face Primer;159000;GRATIS_ONGKIR;154000
1110;02/08/2022;315;ESQA Flawless Cushion Serum SPF 50+ PA+++ - Milkshake;Make-up;Cushion;120250;GRATIS_ONGKIR;115250
1111;13/08/2022;437;GLIMEPIRIDE HEXPHARM 2 MG BOX 100 TABLET;Medicine;Obat Lainnya;65172;;
1112;30/08/2022;300;5568 - Setelan Blazer X Long Pants - Hitam;Fashion Wanita;Blazer Wanita;390000;GRATIS_ONGKIR;385000
1113;28/08/2022;447;BROTOWALI 100 Kapsul Herbal Anti Tumor Rematik Diabetes penyakit kulit;Medicine;Obat Diabetes;19000;;
1114;09/08/2022;385;LOHANKUO / LO HAN KUO INFUSION PEREDA PANAS DALAM TERMURAH TERLARIS;Medicine;Obat Batuk & Pilek;19900;;
1115;24/08/2022;260;CARDIGAN OVERSIZE Wanita Polos Jumbo KEIKO Outer Kardigan - MOCCA;Fashion Wanita;Cardigan Wanita;50000;;
1116;12/08/2022;221;Hoodie Jumper Jaket Sweater Polos Unisex - Abu Muda;Fashion Pria;Hoodie  Pria;112000;GRATIS_ONGKIR;107000
1117;28/08/2022;20;ErJu Timbangan Dapur Mini Digital Platform Scale 1kg 0.1g;Kitchen Equipment;Timbangan Dapur;110000;;
1118;05/08/2022;235;OUTER WANITA CARDIGAN WANITA OUTER KIYOWO MOTIF LENGAN PANJANG BALON - navy;Fashion Wanita;Cardigan Wanita;30000;GRATIS_ONGKIR;25000
1119;30/08/2022;145;Penyangga laminating Holder Mesin Laminasi Roll A3;Electronics;Mesin Laminating;445560;GRATIS_ONGKIR;440560
1120;22/08/2022;102;Mesin Penghitung Uang Kozure MC-101 Money Counter Kozure;Electronics;Mesin Hitung Uang;894000;;
1121;28/08/2022;151;Jaket Bomber Unisex Olahraga;Fashion Pria;Jaket Pria;397500;GRATIS_ONGKIR;392500
1122;18/08/2022;356;Emina Pore Ranger 20 mL - Primer Translucent Matte Samarkan Pori-Pori;Make-up;Face Primer;154440;;
1123;24/08/2022;183;Jaket Eiger parasut SPECIAL TERBARU 1SET BONUS TOPI&STICKER - army, S;Fashion Pria;Jaket Pria;138500;;
1124;24/08/2022;349;PINKFLASH OhMyBreath Liquid Concealer Tahan Air Tahan Lama PFF04 - 1;Make-up;Concealer & Color Corrector;68700;;
1125;17/08/2022;177;House of Smith Hoodie - Hofield Salmon 4 - XL;Fashion Pria;Hoodie  Pria;300000;GRATIS_ONGKIR;295000
1126;21/08/2022;49;Regulator Gas Quantum QRL 03;Kitchen Equipment;Regulator & Penghemat Gas;192000;GRATIS_ONGKIR;187000
1127;24/08/2022;172;JAKET PREPP STUDIO HARRINGTON JACKET BLACK - L;Fashion Pria;Jaket Pria;657000;;
1128;10/08/2022;213;Rompi Motor Polos X Urband A316 - Marun, M;Fashion Pria;Vest Pria;255000;;
1129;25/08/2022;195;JAKET OUTDOOR PRIA JAKET MOTOR ANTI AIR JAKET MILITER FASHION PRIA - hijau army, M;Fashion Pria;Jaket Pria;238000;;
1130;12/08/2022;322;ESQA Flawless Liquid Mini Concealer - Vanilla;Make-up;Concealer & Color Corrector;90000;GRATIS_ONGKIR;85000
1131;29/08/2022;249;Aerostreet Hoodie Polos Gelap Hoodie Sweater Jumper MAAAA - Hitam, XS;Fashion Wanita;Hoodie Wanita;389700;;
1132;05/08/2022;12;Regulator Meter Gas LPG Star Cam Tekanan Rendah StarCam SC-23M;Kitchen Equipment;Regulator & Penghemat Gas;327000;;
1133;27/08/2022;110;Kartu Pvc Polos Blank iD card bs inkjet Tanpa Chip Thermal Overlay ISO;Electronics;Mesin Jilid;525;;
1134;04/08/2022;20;ErJu Timbangan Dapur Mini Digital Platform Scale 1kg 0.1g;Kitchen Equipment;Timbangan Dapur;165000;;
1135;26/08/2022;347;Instaperfect Skincover Air Cushion 11 g - SPF 50 PA++++ - 52 Almond;Make-up;Cushion;471750;;
1136;16/08/2022;425;VALENOR 2 TAB 1X2`S;Medicine;Obat Lainnya;55365;;
1137;20/08/2022;366;Hanasui Perfect Cheek Blush & Go Powder / hanasui blushon / hanasui bl - Pink;Make-up;Blush On;25790;;
1138;06/08/2022;333;PIXY Make it Glow Skin Primer 101 Beige;Make-up;Face Primer;116000;GRATIS_ONGKIR;111000
1139;12/08/2022;56;REGULATOR WINN GAS LPG Tekanan Tinggi High Pressure w 181 nm;Kitchen Equipment;Regulator & Penghemat Gas;131000;;
1140;20/08/2022;212;Stelan Camo Hunting Berburu Motif Pohon Baju Berburu Samaran Kamuflase - Realtree, M;Fashion Pria;Hoodie  Pria;130000;;
1141;11/08/2022;251;CARDIGAN RAJUT LONG KNIT JUMBO XL-XXL CARDY PREMIUM JUMBO - MAROON;Fashion Wanita;Cardigan Wanita;139800;;
1142;26/08/2022;137;Baseus Wireless Orange Dot Pointer Laser Merah Presentasi Kerja Kantor - GREY;Electronics;Laser Pointer;338000;GRATIS_ONGKIR;333000
1143;21/08/2022;325;PIGEON Compact Powder + UV Protection Refill / Bedak Remaja - UV NATURAL;Make-up;Bedak Wajah;54000;GRATIS_ONGKIR;49000
1144;19/08/2022;57;TABUNG GAS 3 KG MELON (KOSONG);Kitchen Equipment;Regulator & Penghemat Gas;160000;GRATIS_ONGKIR;155000
1145;17/08/2022;310;FOCALLURE BLURMAX Primer keep all day base makeup FA138 - 01 Blur Max;Make-up;Face Primer;156000;TUJUHBELASAN;146000
1146;04/08/2022;448;Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek - Tanpa Sendok;Medicine;Obat Batuk & Pilek;134700;;
1147;27/08/2022;357;STUDIO TROPIK BB Size DreamSetter Pollution Protection Make-up Setting;Make-up;Setting Spray;118000;;
1148;23/08/2022;293;BAJU LEHER TINGGI POLOS LENGAN TANGAN PANJANG TURTLENECK WANITA CEWEK - Kuning Kubus, S;Fashion Wanita;Sweater Wanita;84000;;
1149;20/08/2022;231;DUMA - RAMI CARDI GREEN - Size 1;Fashion Wanita;Cardigan Wanita;1300000;GRATIS_ONGKIR;1295000
1150;08/08/2022;225;hoodie sweater H&M pria dan wanita/hoodie hnm polos pria wanita - Hitam, M;Fashion Pria;Sweater Pria;217500;GRATIS_ONGKIR;212500
1151;16/08/2022;422;Lo Han Kuo lohan kuo Lohankuo ssa;Medicine;Obat Batuk & Pilek;43000;GRATIS_ONGKIR;38000
1152;21/08/2022;105;Kartu Nama 2 Sisi Dengan Laminating - GLOSSY, PTG LANCIP;Electronics;Mesin Jilid;179997;;
1153;25/08/2022;74;Timbangan Digital Dapur 10kg Commercial Kitchen Scale Premium Quality - Putih;Kitchen Equipment;Timbangan Dapur;186000;;
1154;21/08/2022;144;Deli Laser Pointer Pen Pointer Presentasi 650 NM 3933;Electronics;Laser Pointer;48000;GRATIS_ONGKIR;43000
1155;10/08/2022;61;Pompa sirup monin 8 ml, syrup pump, pompa syrup, pompa botol sirup - Hitam;Kitchen Equipment;Pompa Galon;19800;;
1156;07/08/2022;28;GEA HALLEY W Dispenser Galon Bawah - Hitam;Kitchen Equipment;Dispenser Air;1659000;GRATIS_ONGKIR;1654000
1157;13/08/2022;96;Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935;Electronics;Mesin Penghancur Kertas;231000;;
1158;27/08/2022;257;ECINOS: Oversized Blazer Set - Beige, Blazer only;Fashion Wanita;Blazer Wanita;398000;;
1159;27/08/2022;359;Ros All Day The Realest Lightweight Essence Cushion - Beige;Make-up;Cushion;145000;;
1160;26/08/2022;253;Blazer Wanita / Blazer Big Size / Blazer Eta - Abu-abu;Fashion Wanita;Blazer Wanita;98800;GRATIS_ONGKIR;93800
1161;05/08/2022;48;Goto Kyla Kitchen Scale Timbangan Bumbu Dapur Kue Digital Charge LED - Battery, White;Kitchen Equipment;Timbangan Dapur;89700;GRATIS_ONGKIR;84700
1162;20/08/2022;10;DESTEC Regulator Gas Non-Meter Tekanan Rendah COM 201-S;Kitchen Equipment;Regulator & Penghemat Gas;237000;GRATIS_ONGKIR;232000
1163;07/08/2022;201;Jaket Pria Kasual Parasut Nyaman, Keren & Terjangkau - Hitam No Logo, XL;Fashion Pria;Jaket Pria;300000;GRATIS_ONGKIR;295000
1164;17/08/2022;412;obat luka diabetes luka bakar Koreng eksim Myrhax Salep Isi 20 gr;Medicine;Obat Diabetes;25000;GRATIS_ONGKIR;20000
1165;14/08/2022;8;Starco Pompa Air Galon Elektrik Dispenser Rechargeable USB J3 - Stand Hitam;Kitchen Equipment;Pompa Galon;118000;;
1166;04/08/2022;45;Hi-Cook Water Pump/Pompa Galon Manual Tipe WP-M1;Kitchen Equipment;Pompa Galon;36000;GRATIS_ONGKIR;31000
1167;07/08/2022;103;Super Power Laser Pointer Green Beam (Bahan metal);Electronics;Laser Pointer;230000;;
1168;20/08/2022;388;BENOSON N KRIM 15 GRAM;Medicine;Obat Kulit;122052;GRATIS_ONGKIR;117052
1169;01/08/2022;147;GREEN LASER POINTER / LASER POINTER HIJAU 303;Electronics;Laser Pointer;55000;GRATIS_ONGKIR;50000
1170;28/08/2022;109;Mesin Laminating Panas & Dingin A4/F4 (240 mm) - LME001A4 - Surabaya;Electronics;Mesin Laminating;599700;GRATIS_ONGKIR;594700
1171;12/08/2022;220;Outerwear Pria Erigo Hoodie Godfrey Fleece Black - M;Fashion Pria;Hoodie  Pria;390000;GRATIS_ONGKIR;385000
1172;19/08/2022;171;rompi terbaru , rompi anti angin , rompi motor , rompi original - S, Hitam;Fashion Pria;Vest Pria;450000;;
1173;04/08/2022;117;Mouse Wireless Pointer Untuk Presentasi Terlarisss !!!;Electronics;Laser Pointer;47900;;
1174;06/08/2022;309;Luxcrime Glow-Getter Dewy Setting Spray - 150 ml;Make-up;Setting Spray;262240;GRATIS_ONGKIR;257240
1175;16/08/2022;352;Madame Gie Madame Set It Dew & Set it Matte Setting Spray - Hydrating;Make-up;Setting Spray;27000;;
1176;14/08/2022;258;Long Cardigan Panjang Rajut Wanita Fashion Muslim Kardigan Cardi Cardy - Abu Muda;Fashion Wanita;Cardigan Wanita;30000;;
1177;19/08/2022;4;Timbangan Kopi 3Kg / 0.1Gr Digital Timer V60 Drip Coffee Scale Premium;Kitchen Equipment;Timbangan Dapur;149000;GRATIS_ONGKIR;144000
1178;10/08/2022;433;ATORVASTATIN 10MG TABLET 10'S gen-hj/KOLESTEROL/LEMAK DARAH;Medicine;Obat Lainnya;29600;GRATIS_ONGKIR;24600
1179;18/08/2022;7;Timbangan Dapur Mangkok / Timbangan Digital - Digital Electronic Kitch;Kitchen Equipment;Timbangan Dapur;59800;;
1180;23/08/2022;244;CARDIGAN PREMIUM HOT BERSHKA WANITA PREMIUM KNIT - CARDIGAN WANITA - MUSTARD;Fashion Wanita;Cardigan Wanita;99000;;
1181;25/08/2022;350;Studio Tropik: Balance Priming Water - 150 ml;Make-up;Face Primer;84150;;
1182;31/08/2022;22;Timbangan digital gram Kitchen scale Timbangan kue buah SF-400 10KG;Kitchen Equipment;Timbangan Dapur;26888;GRATIS_ONGKIR;21888
1183;04/08/2022;217;jubah attack on titan AOT SNK hijau - hijau gold, Allsize anak;Fashion Pria;Jaket Pria;129000;GRATIS_ONGKIR;124000
1184;03/08/2022;384;Sodium Percarbonate / Hydrogen Peroxide Powder / H2O2 Powder - 1 Kg;Medicine;Obat Batuk & Pilek;75000;GRATIS_ONGKIR;70000
1185;19/08/2022;390;Sido Muncul Herbal Sari Temulawak - Hati Sehat Antioksidan Hepatitis;Medicine;Obat Herbal;197619;GRATIS_ONGKIR;192619
1186;10/08/2022;184;House of Smith Jacket - Lasket Black 2 - 2XL;Fashion Pria;Jaket Pria;448000;;
1187;05/08/2022;28;GEA HALLEY W Dispenser Galon Bawah - Hitam;Kitchen Equipment;Dispenser Air;4977000;;
1188;21/08/2022;89;Mesin Label Harga Alat Tembak joyko MX 5500 M / 1 baris /price - GUN XEHO LABEL;Electronics;Mesin Jilid;64020;GRATIS_ONGKIR;59020
1189;29/08/2022;85;BASEUS WIRELESS PRESENTER POINTER PEN REMOTE CONTROL LASER POINTER PEN - Abu-abu;Electronics;Laser Pointer;159000;;
1190;21/08/2022;384;Sodium Percarbonate / Hydrogen Peroxide Powder / H2O2 Powder - 1 Kg;Medicine;Obat Batuk & Pilek;75000;;
1191;18/08/2022;274;Blazer Basic Wanita Korean Style Bahan Moscrepe L XL - Hitam, L;Fashion Wanita;Blazer Wanita;172500;GRATIS_ONGKIR;167500
1192;17/08/2022;39;COVER TAPLAK KULKAS ANTI AIR - ALAS SARUNG WATERPROOF REFRIGERATOR - Cemara;Kitchen Equipment;Sarung Kulkas;17900;TUJUHBELASAN;7900
1193;20/08/2022;206;Cotton Goods Jacket Parka Parasut - ARMY, L;Fashion Pria;Jaket Pria;189900;GRATIS_ONGKIR;184900
1194;24/08/2022;353;ESQA Primer Serum - Gleam;Make-up;Face Primer;103500;;
1195;29/08/2022;310;FOCALLURE BLURMAX Primer keep all day base makeup FA138 - 01 Blur Max;Make-up;Face Primer;52000;GRATIS_ONGKIR;47000
1196;10/08/2022;326;MAKE OVER Ultra Cover Liquid Matt Foundation 33 ml - Matte Foundation - 02 Pink Shade;Make-up;Foundation;270580;;
1197;27/08/2022;53;Regulator Winn Gas W-900 M Double Lock (Dengan Meteran);Kitchen Equipment;Regulator & Penghemat Gas;292500;GRATIS_ONGKIR;287500
1198;07/08/2022;340;MAKE OVER POWERSTAY Color Correcting Primer 25 ml - Makeup Primer - Green;Make-up;Face Primer;76000;GRATIS_ONGKIR;71000
1199;30/08/2022;332;L'Oreal Paris Infallible 24H Matte Cover Foundation - 147 Neutral Bei;Make-up;Foundation;499500;;
1200;05/08/2022;226;Lumino Jaket Hoodie wanita - Jaket Parasut Hoodie Wanita - Mustard, M;Fashion Wanita;Jacket Wanita;46000;GRATIS_ONGKIR;41000
1201;18/08/2022;323;COD SUNISA Air Cushion Bb Cc Cream Dan Spons Bentuk Kepala Jamur;Make-up;Cushion;39800;GRATIS_ONGKIR;34800
1202;13/08/2022;390;Sido Muncul Herbal Sari Temulawak - Hati Sehat Antioksidan Hepatitis;Medicine;Obat Herbal;197619;GRATIS_ONGKIR;192619
1203;04/08/2022;268;CARDIGAN BRUKAT || OUTER BRUKAT LENGAN BALON - Coksu;Fashion Wanita;Cardigan Wanita;79800;;
1204;30/08/2022;10;DESTEC Regulator Gas Non-Meter Tekanan Rendah COM 201-S;Kitchen Equipment;Regulator & Penghemat Gas;158000;GRATIS_ONGKIR;153000
1205;22/08/2022;296;Blazer Kerja Wanita Formal Lengan Panjang Hitam High Quality - Abu, S;Fashion Wanita;Blazer Wanita;130000;;
1206;28/08/2022;281;CARTEXBLANCHE CRTX Hoodie Jumper Unisex M - XXL ( BORDIR ) - Beige, M;Fashion Wanita;Hoodie Wanita;187960;GRATIS_ONGKIR;182960
1207;06/08/2022;28;GEA HALLEY W Dispenser Galon Bawah - Hitam;Kitchen Equipment;Dispenser Air;3318000;GRATIS_ONGKIR;3313000
1208;15/08/2022;248;DEFECT SALE 99K - 8;Fashion Wanita;Cardigan Wanita;297000;GRATIS_ONGKIR;292000
1209;11/08/2022;262;VS Victoria's Secret Robe SATIN Kimono BEST SELLER ORIGINAL SALE - GREY STRIPE;Fashion Wanita;Kimono Outer Wanita;750000;;
1210;13/08/2022;394;ZESTMAG Madu Herbal Obat Maag, GERD Asam Lambung, Madu Magh Pencernaan;Medicine;Obat Pencernaan & Penyakit Lainnya;290000;;
1211;12/08/2022;424;AMLODIPINE BESILATE KIMIA FARMA 10 MG BOX 50 TABLET;Medicine;Obat Sakit Kepala & Demam;12125;GRATIS_ONGKIR;7125
1212;03/08/2022;45;Hi-Cook Water Pump/Pompa Galon Manual Tipe WP-M1;Kitchen Equipment;Pompa Galon;108000;GRATIS_ONGKIR;103000
1213;27/08/2022;12;Regulator Meter Gas LPG Star Cam Tekanan Rendah StarCam SC-23M;Kitchen Equipment;Regulator & Penghemat Gas;218000;GRATIS_ONGKIR;213000
1214;21/08/2022;76;Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935;Electronics;Mesin Penghancur Kertas;693000;;
1215;12/08/2022;382;AMLODIPINE 10 MG STRIP 10 TABLET;Medicine;Obat Lainnya;14622;;
1216;13/08/2022;150;Kain Layar Proyektor Tempel Dinding Anti-light Ambient Screen Silver - 60;Electronics;Layar Proyektor;99000;;
1217;13/08/2022;237;Monellina Fashion Cardigan Polos XXL Jumbo Murah Wanita Kekinian - Hitam, XXL;Fashion Wanita;Cardigan Wanita;90000;GRATIS_ONGKIR;85000
1218;08/08/2022;199;Rompi Hoodie Pelindung Dada / Rompi Motor Original PORTABLE unisex - Merah, M;Fashion Pria;Vest Pria;420000;;
1219;21/08/2022;49;Regulator Gas Quantum QRL 03;Kitchen Equipment;Regulator & Penghemat Gas;128000;;
1220;05/08/2022;439;ATORVASTATIN HEXPHARM 10 MG BOX 30 TABLET;Medicine;Obat Jantung;161592;GRATIS_ONGKIR;156592
1221;06/08/2022;386;SCABIMITE CREAM 30GR;Medicine;Obat Lainnya;73000;GRATIS_ONGKIR;68000
1222;17/08/2022;32;SANKEN Dispenser Galon Bawah Low Watt -HWD-C535IC - BUBBLEWRAP;Kitchen Equipment;Dispenser Air;4347000;GRATIS_ONGKIR;4342000
1223;11/08/2022;187;SANRES SWEATER HOODIE DEWASA CEWEK COWOK HOODIE DISTRO BEAR - Putih, L;Fashion Pria;Hoodie  Pria;195000;;
1224;27/08/2022;143;Deli Mesin Absen Sidik Jari 1000 kapasitas bahasa indonesia E3960;Electronics;Mesin Absensi;480000;GRATIS_ONGKIR;475000
1225;23/08/2022;235;OUTER WANITA CARDIGAN WANITA OUTER KIYOWO MOTIF LENGAN PANJANG BALON - navy;Fashion Wanita;Cardigan Wanita;60000;GRATIS_ONGKIR;55000
1226;22/08/2022;74;Timbangan Digital Dapur 10kg Commercial Kitchen Scale Premium Quality - Putih;Kitchen Equipment;Timbangan Dapur;62000;;
1227;29/08/2022;106;Deli Laminator Machine/Mesin Laminating A3 A4 Panas/Dingin E1437X - A4;Electronics;Mesin Laminating;680000;;
1228;17/08/2022;97;BASEUS LASER POINTER ORANGE DOT WIRELESS PRESENTER PRESENTASI;Electronics;Laser Pointer;318000;TUJUHBELASAN;308000
1229;14/08/2022;367;SOMETHINC HOOMAN Breathable UV Cushion Cover SPF 35 PA++++ - HOO EclairRefil;Make-up;Foundation;296250;GRATIS_ONGKIR;291250
1230;15/08/2022;121;PLASTIK LAMINATING F4 / LAMINATING FOLIO 100 MICRON AMANDA / XEHO;Electronics;Mesin Laminating;84690;;
1231;25/08/2022;346;Wardah Everyday Luminous Liquid Foundation 35 ml - Natural;Make-up;Foundation;73950;;
1232;14/08/2022;361;Wardah Colorfit Cream Blush 3 g - Blush on - 01 Sand Coral;Make-up;Blush On;42660;;
1233;07/08/2022;122;Laser Pointer Pen Wireless Presenter voice control 50m page turning - battery;Electronics;Laser Pointer;384000;GRATIS_ONGKIR;379000
1234;31/08/2022;206;Cotton Goods Jacket Parka Parasut - ARMY, L;Fashion Pria;Jaket Pria;379800;GRATIS_ONGKIR;374800
1235;19/08/2022;34;ES Rak Cuci Piring Rak Dapur Rak Serbaguna Rak Meja Multifungsi - Varian 65cm-1, 1 Tingkat;Kitchen Equipment;Rak Dapur;338000;GRATIS_ONGKIR;333000
1236;12/08/2022;158;Aerostreet Windbreaker Jaxton Jacket Abu Muda IBAAA - L;Fashion Pria;Coat Pria;299800;;
1237;10/08/2022;122;Laser Pointer Pen Wireless Presenter voice control 50m page turning - battery;Electronics;Laser Pointer;128000;;
1238;10/08/2022;417;mGanik Multigrain Obat Penurun Gula Darah Kencing Manis ORIGINAL - Multigrain;Medicine;Obat Diabetes;275000;GRATIS_ONGKIR;270000
1239;07/08/2022;404;OBAT BATUK IBU DAN ANAK 300 ml / NIN JIOM PEI PA KOA / OBIDA 300 ml;Medicine;Obat Batuk & Pilek;69900;GRATIS_ONGKIR;64900
1240;11/08/2022;263;Jaket Bomber Gowes Import - orangee;Fashion Wanita;Jacket Wanita;138500;;
1241;29/08/2022;249;Aerostreet Hoodie Polos Gelap Hoodie Sweater Jumper MAAAA - Hitam, XS;Fashion Wanita;Hoodie Wanita;129900;GRATIS_ONGKIR;124900
1242;29/08/2022;215;Baju rompi lapangan/Outdoor Multifungsi - biru navy, M;Fashion Pria;Vest Pria;151998;GRATIS_ONGKIR;146998
1243;18/08/2022;327;Bless Acne Face Powder - IVORY;Make-up;Bedak Wajah;231750;GRATIS_ONGKIR;226750
1244;28/08/2022;441;Sido Muncul Esemag Cair 5x5's - Sakit Perut Lambung Maag Perih;Medicine;Obat Herbal;93884;GRATIS_ONGKIR;88884
1245;20/08/2022;90;Tissor T1100C Mesin Penghitung Uang - Alat Hitung Uang Money Counter - 1 unit T1100C;Electronics;Mesin Hitung Uang;899900;GRATIS_ONGKIR;894900
1246;29/08/2022;215;Baju rompi lapangan/Outdoor Multifungsi - biru navy, M;Fashion Pria;Vest Pria;227997;;
1247;24/08/2022;280;Cute Girl XXL Jaket Zipper Wanita Oversize Jacket Bigsize Korean Style - Mint, XXL;Fashion Wanita;Jacket Wanita;113800;GRATIS_ONGKIR;108800
1248;13/08/2022;173;Jaket Shacket Pria Shacket Jacket Premium Jaket Trucker Semiparka Pria - Hitam, M;Fashion Pria;Jaket Pria;89000;GRATIS_ONGKIR;84000
1249;14/08/2022;230;Jas Blazer Wanita Kerja Kantor Formal Kuliah Santai Terbaru Korea - Hitam, M;Fashion Wanita;Blazer Wanita;375000;GRATIS_ONGKIR;370000
1250;02/08/2022;347;Instaperfect Skincover Air Cushion 11 g - SPF 50 PA++++ - 52 Almond;Make-up;Cushion;471750;;
1251;30/08/2022;384;Sodium Percarbonate / Hydrogen Peroxide Powder / H2O2 Powder - 1 Kg;Medicine;Obat Batuk & Pilek;50000;GRATIS_ONGKIR;45000
1252;11/08/2022;263;Jaket Bomber Gowes Import - orangee;Fashion Wanita;Jacket Wanita;415500;;
1253;25/08/2022;231;DUMA - RAMI CARDI GREEN - Size 1;Fashion Wanita;Cardigan Wanita;650000;GRATIS_ONGKIR;645000
1254;06/08/2022;165;CELANA TACTICAL PASPAMPRES ORIGINAL DESAIN;Fashion Pria;Vest Pria;520000;GRATIS_ONGKIR;515000
1255;02/08/2022;264;Jaket Bomber Bolak Balik Premium - ElviraBercak;Fashion Wanita;Jacket Wanita;358000;;
1256;19/08/2022;7;Timbangan Dapur Mangkok / Timbangan Digital - Digital Electronic Kitch;Kitchen Equipment;Timbangan Dapur;29900;;
1257;27/08/2022;122;Laser Pointer Pen Wireless Presenter voice control 50m page turning - battery;Electronics;Laser Pointer;384000;;
1258;11/08/2022;200;Rompi Maxim Ojol Bahan Waterproof - Kuning, M;Fashion Pria;Vest Pria;207000;;
1259;08/08/2022;215;Baju rompi lapangan/Outdoor Multifungsi - biru navy, M;Fashion Pria;Vest Pria;75999;;
1260;03/08/2022;5;THOME Timbangan Dapur Digital 10kg /QUALITY Kitchen Scale Kue Makanan - Black;Kitchen Equipment;Timbangan Dapur;169500;GRATIS_ONGKIR;164500
1261;07/08/2022;112;Senter Jarak Jauh Presentasi Rechargeable Green Laser Pointer 303;Electronics;Laser Pointer;168000;GRATIS_ONGKIR;163000
1262;12/08/2022;336;MAKE OVER Powerstay 24H Weightless Liquid Foundation 40ml - Foundation - W30 Creme Beige;Make-up;Foundation;442260;GRATIS_ONGKIR;437260
1263;12/08/2022;314;FOCALLURE Highlighter & Contour Multi Stick FA01 - 02 GOLDEN;Make-up;Highlighter;99000;GRATIS_ONGKIR;94000
1264;01/08/2022;335;Skintific Cover All Perfect Cushion SPF 35 PA+++Foundation Flawless - Ivory- Refill;Make-up;Bedak Wajah;137000;;
1265;07/08/2022;206;Cotton Goods Jacket Parka Parasut - ARMY, L;Fashion Pria;Jaket Pria;379800;;
1266;10/08/2022;218;Jaket Outdoor Waterproof Gunung Anti Air - Pleasur PETRO, M;Fashion Pria;Jaket Pria;359700;GRATIS_ONGKIR;354700
1267;10/08/2022;4;Timbangan Kopi 3Kg / 0.1Gr Digital Timer V60 Drip Coffee Scale Premium;Kitchen Equipment;Timbangan Dapur;447000;GRATIS_ONGKIR;442000
1268;14/08/2022;81;SMARTCOM Cash Drawer 37 X 33 Cm 4K3C RJ11 Laci Kasir Simpan Uang;Electronics;Mesin Kasir;825000;;
